ID	Name	CPUPerc	MemUsage	NetIO	BlockIO
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	49.03%	92.08MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.01%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	48.37%	92.29MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
9dcdf3be4596	portal-webapp	0.00%	124.8MiB / 3.841GiB	1.76MB / 36.6kB	0B / 0B
ed6a63401758	company-api	44.64%	92.33MiB / 3.841GiB	199kB / 7.85kB	0B / 0B
097d03f22569	terminals-api	0.00%	27.25MiB / 3.841GiB	1.23kB / 0B	0B / 0B
cec21d123494	my-db	0.02%	112.2MiB / 3.841GiB	1.68kB / 0B	0B / 0B
